ticket_id,date_submitted,channel,category,text,word_count,sentiment_label,intent_label,resolution_status,response_time_hours,csat_score,agent_id
TKT-00369,2024-11-29,social_media,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,14.3,2.0,agt-050
TKT-00508,2024-05-20,phone_transcript,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,resolved,8.7,5.0,agt-035
TKT-01182,2024-03-13,chat,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,,complaint,resolved,48.6,4.0,agt-020
TKT-00505,2024-03-14,phone_transcript,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,escalated,55.5,1.0,agt-009
TKT-01489,2024-06-20,chat,returns,i have a neutral experience regarding returns. this is a complaint.,11,,complaint,escalated,59.4,4.0,agt-025
TKT-00348,2024-11-05,email,billing,i have a positive experience regarding billing. this is a inquiry.,11,positive,inquiry,escalated,69.4,4.0,agt-042
TKT-00387,2024-09-23,email,billing,i have a positive experience regarding billing. this is a inquiry.,11,positive,inquiry,escalated,45.8,3.0,agt-037
TKT-00001,2024-02-22,chat,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,resolved,48.9,5.0,agt-002
TKT-00361,2024-01-25,phone_transcript,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,pending,66.7,,agt-044
TKT-00895,2024-08-20,email,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,resolved,22.9,5.0,agt-024
TKT-00829,2024-07-04,phone_transcript,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,pending,65.5,,agt-015
TKT-01416,2024-06-23,email,billing,i have a negative experience regarding billing. this is a feedback.,11,negative,feedback,resolved,15.3,1.0,agt-024
TKT-00476,2024-10-12,chat,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,resolved,38.6,3.0,agt-010
TKT-01281,2024-10-27,social_media,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,resolved,9.7,5.0,agt-036
TKT-00058,2024-06-15,email,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,13.5,1.0,agt-039
TKT-00638,2024-06-19,social_media,billing,i have a negative experience regarding billing. this is a cancellation.,11,negative,cancellation,escalated,51.8,4.0,agt-045
TKT-01331,2024-02-16,chat,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,resolved,49.9,5.0,agt-005
TKT-01054,2024-12-12,social_media,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,unresolved,19.9,2.0,agt-011
TKT-01371,2024-10-29,social_media,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,neutral,feedback,resolved,22.0,4.0,agt-015
TKT-00173,2024-08-13,email,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,22.9,1.0,agt-050
TKT-00451,2024-04-20,phone_transcript,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,69.2,1.0,agt-013
TKT-00126,2024-02-13,phone_transcript,returns,i have a positive experience regarding returns. this is a escalation request.,12,positive,escalation_request,unresolved,36.6,2.0,agt-029
TKT-01180,2024-09-03,social_media,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,resolved,59.3,4.0,agt-016
TKT-00531,2024-07-08,chat,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,pending,58.3,,agt-032
TKT-00858,2024-12-21,email,technical support,i have a neutral experience regarding technical support. this is a cancellation.,12,neutral,cancellation,escalated,14.1,4.0,agt-033
TKT-00714,2024-06-24,phone_transcript,technical support,i have a negative experience regarding technical support. this is a cancellation.,12,negative,cancellation,escalated,45.9,5.0,agt-043
TKT-00091,2024-11-17,chat,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,pending,46.7,,agt-038
TKT-01451,2024-08-30,chat,billing,i have a neutral experience regarding billing. this is a feedback.,11,neutral,feedback,pending,36.1,,agt-025
TKT-00182,2024-01-05,phone_transcript,technical support,i have a negative experience regarding technical support. this is a cancellation.,12,negative,cancellation,escalated,21.8,3.0,agt-030
TKT-00876,2024-09-01,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,58.7,1.0,agt-010
TKT-01031,2024-10-12,phone_transcript,billing,i have a neutral experience regarding billing. this is a feedback.,11,,feedback,resolved,47.8,4.0,agt-001
TKT-00787,2024-07-04,email,returns,your return portal keeps giving me an error when i try to print the label.,15,negative,complaint,unresolved,45.6,3.0,agt-039
TKT-00415,2024-10-22,phone_transcript,returns,i have a positive experience regarding returns. this is a feedback.,11,positive,feedback,resolved,9.7,4.0,agt-003
TKT-00252,2024-03-21,social_media,billing,i have a positive experience regarding billing. this is a inquiry.,11,positive,inquiry,resolved,32.1,1.0,agt-045
TKT-00070,2024-08-27,phone_transcript,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,resolved,49.7,3.0,agt-032
TKT-00804,2024-12-20,social_media,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,resolved,24.3,1.0,agt-005
TKT-00132,2024-12-20,chat,account,i have a positive experience regarding account. this is a inquiry.,11,positive,inquiry,resolved,55.6,5.0,agt-027
TKT-00301,2024-08-30,phone_transcript,technical support,i have a positive experience regarding technical support. this is a complaint.,12,positive,complaint,unresolved,60.8,3.0,agt-043
TKT-01430,2024-10-25,email,technical support,i have a neutral experience regarding technical support. this is a escalation request.,13,,escalation_request,resolved,16.9,3.0,agt-023
TKT-00327,2024-04-02,social_media,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,resolved,56.2,2.0,agt-041
TKT-01465,2024-11-08,chat,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,resolved,57.1,1.0,agt-005
TKT-01114,2024-09-14,chat,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,pending,71.9,,agt-002
TKT-00500,2024-11-17,chat,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,resolved,33.4,4.0,agt-027
TKT-01378,2024-01-20,phone_transcript,account,i have a neutral experience regarding account. this is a inquiry.,11,,,resolved,71.7,1.0,agt-013
TKT-00833,2024-05-07,phone_transcript,returns,your return portal keeps giving me an error when i try to print the label.,15,negative,complaint,escalated,49.0,2.0,agt-030
TKT-00365,2024-10-20,phone_transcript,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,resolved,39.8,1.0,agt-012
TKT-00496,2024-11-10,phone_transcript,shipping,i have a negative experience regarding shipping. this is a cancellation.,11,negative,cancellation,unresolved,40.7,2.0,agt-012
TKT-01395,2024-03-07,social_media,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,inquiry,resolved,67.1,5.0,agt-017
TKT-00339,2024-05-28,chat,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,escalated,26.3,3.0,agt-049
TKT-00422,2024-11-28,chat,returns,i have a positive experience regarding returns. this is a escalation request.,12,positive,escalation_request,pending,46.9,,agt-023
TKT-00165,2024-09-15,email,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,unresolved,33.2,1.0,agt-019
TKT-00029,2024-02-27,social_media,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,pending,5.9,,agt-035
TKT-00517,2024-07-26,social_media,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,resolved,5.5,1.0,agt-025
TKT-00194,2024-06-27,chat,returns,i have a positive experience regarding returns. this is a cancellation.,11,positive,cancellation,pending,9.0,,agt-009
TKT-01328,2024-11-21,social_media,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,pending,11.7,,agt-050
TKT-01362,2024-09-02,social_media,account,i have a neutral experience regarding account. this is a escalation request.,12,neutral,escalation_request,resolved,5.3,2.0,agt-001
TKT-00946,2024-10-08,phone_transcript,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,resolved,6.5,2.0,agt-033
TKT-01361,2024-01-28,email,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,resolved,25.6,5.0,agt-005
TKT-00170,2024-09-16,phone_transcript,shipping,i have a positive experience regarding shipping. this is a cancellation.,11,positive,cancellation,pending,59.7,,agt-020
TKT-00168,2024-06-22,social_media,account,i have a positive experience regarding account. this is a cancellation.,11,positive,cancellation,resolved,40.4,3.0,agt-026
TKT-00653,2024-05-13,chat,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,resolved,12.2,4.0,agt-032
TKT-00174,2024-09-22,email,account,i have a negative experience regarding account. this is a escalation request.,12,negative,escalation_request,escalated,15.3,2.0,agt-021
TKT-00519,2024-12-14,social_media,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,resolved,63.2,1.0,agt-028
TKT-01214,2024-03-26,chat,shipping,the package arrived damaged. everything inside was broken.,8,negative,complaint,pending,64.9,,agt-022
TKT-01401,2024-09-10,chat,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,escalated,40.4,2.0,agt-003
TKT-00913,2024-02-28,social_media,shipping,you shipped to the wrong address even though i updated it before the order was processed.,16,negative,complaint,pending,14.5,,agt-027
TKT-00492,2024-11-04,email,billing,why was my credit card charged again? i already paid for this billing cycle.,14,negative,complaint,pending,21.8,,agt-012
TKT-00954,2024-06-28,phone_transcript,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,71.3,1.0,agt-001
TKT-00074,2024-06-10,email,returns,i have a neutral experience regarding returns. this is a cancellation.,11,neutral,cancellation,resolved,18.5,1.0,agt-001
TKT-01253,2024-06-19,social_media,shipping,received my order in perfect condition. love the eco-friendly packaging!,10,positive,feedback,pending,39.9,,agt-001
TKT-00588,2024-06-04,email,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,inquiry,resolved,34.4,5.0,agt-038
TKT-00751,2024-08-24,social_media,technical support,can i integrate your service with zapier?,7,neutral,inquiry,escalated,24.9,1.0,agt-014
TKT-00658,2024-08-19,email,shipping,the package arrived damaged. everything inside was broken.,8,negative,complaint,pending,23.7,,agt-009
TKT-00843,2024-06-02,social_media,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,26.6,4.0,agt-029
TKT-00235,2024-04-28,social_media,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,unresolved,57.5,4.0,agt-026
TKT-00733,2024-10-13,email,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,resolved,61.9,2.0,agt-013
TKT-00215,2024-04-16,phone_transcript,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,resolved,42.5,4.0,agt-005
TKT-00163,2024-08-18,social_media,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,resolved,18.2,1.0,agt-040
TKT-00133,2024-08-17,social_media,shipping,you shipped to the wrong address even though i updated it before the order was processed.,16,negative,complaint,pending,17.2,,agt-013
TKT-01312,2024-07-15,phone_transcript,billing,i'd like to understand the breakdown of charges on my last invoice.,12,neutral,inquiry,escalated,54.3,4.0,agt-044
TKT-00223,2024-09-04,phone_transcript,returns,i have a positive experience regarding returns. this is a complaint.,11,positive,complaint,resolved,56.5,3.0,agt-032
TKT-01228,2024-02-27,social_media,technical support,i have a positive experience regarding technical support. this is a cancellation.,12,positive,cancellation,resolved,16.8,5.0,agt-005
TKT-00935,2024-09-30,social_media,billing,i was charged twice for my subscription this month and i need a refund immediately. this is completely unacceptable.,19,negative,complaint,resolved,66.1,1.0,agt-027
TKT-00186,2024-07-03,email,shipping,you shipped to the wrong address even though i updated it before the order was processed.,16,negative,complaint,resolved,50.0,1.0,agt-044
TKT-00042,2024-04-22,email,billing,i have a negative experience regarding billing. this is a escalation request.,12,negative,escalation_request,escalated,13.1,5.0,agt-016
TKT-00693,2024-05-25,chat,account,cancel everything. i've had nothing but issues and the support is terrible.,12,negative,cancellation,resolved,48.2,4.0,agt-034
TKT-00109,2024-07-29,phone_transcript,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,pending,25.8,,agt-047
TKT-00039,2024-10-23,phone_transcript,returns,i was told returns are free but now you're trying to charge me a restocking fee.,16,negative,complaint,resolved,43.9,2.0,agt-048
TKT-00569,2024-08-25,email,shipping,i have a positive experience regarding shipping. this is a inquiry.,11,positive,inquiry,unresolved,55.7,5.0,agt-024
TKT-00995,2024-03-03,social_media,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,47.4,1.0,agt-046
TKT-01343,2024-05-23,chat,technical support,what browsers are officially supported?,5,neutral,inquiry,unresolved,8.2,1.0,agt-025
TKT-01442,2024-12-19,email,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,,feedback,escalated,2.2,5.0,agt-049
TKT-00484,2024-05-26,phone_transcript,billing,i have a positive experience regarding billing. this is a inquiry.,11,positive,inquiry,escalated,33.5,3.0,agt-034
TKT-00469,2024-12-01,phone_transcript,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,resolved,68.1,1.0,agt-043
TKT-00891,2024-09-14,email,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,resolved,7.7,4.0,agt-025
TKT-00948,2024-01-26,social_media,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,46.7,5.0,agt-003
TKT-00025,2024-04-19,email,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,resolved,36.7,1.0,agt-016
TKT-01010,2024-12-14,phone_transcript,billing,my invoice shows charges i never authorized. i've been a customer for 3 years and this has never happened before.,20,negative,complaint,pending,30.2,,agt-002
TKT-01193,2024-02-15,chat,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,escalated,24.4,3.0,agt-015
TKT-00069,2024-10-05,chat,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,16.6,1.0,agt-004
TKT-00885,2024-05-12,social_media,billing,what payment methods do you accept?,6,neutral,inquiry,pending,66.2,,agt-011
TKT-01355,2024-03-23,email,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,escalated,46.3,4.0,agt-001
TKT-00367,2024-11-28,social_media,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,unresolved,1.1,3.0,agt-040
TKT-00506,2024-01-23,email,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,resolved,49.6,3.0,agt-003
TKT-00851,2024-06-04,social_media,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,pending,8.4,,agt-046
TKT-01316,2024-10-01,social_media,technical support,i have a neutral experience regarding technical support. this is a feedback.,12,neutral,feedback,escalated,47.2,1.0,agt-032
TKT-00384,2024-09-14,email,shipping,i have a positive experience regarding shipping. this is a inquiry.,11,positive,inquiry,resolved,1.3,2.0,agt-044
TKT-00735,2024-01-02,email,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,resolved,46.2,3.0,agt-031
TKT-00718,2024-01-11,email,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,resolved,54.7,3.0,agt-040
TKT-01336,2024-03-15,social_media,technical support,i have a neutral experience regarding technical support. this is a feedback.,12,neutral,feedback,pending,18.7,,agt-025
TKT-00455,2024-08-19,phone_transcript,account,i have a neutral experience regarding account. this is a feedback.,11,neutral,feedback,resolved,32.5,2.0,agt-039
TKT-00265,2024-12-02,phone_transcript,billing,can you explain what the 'service fee' on my invoice means?,11,neutral,inquiry,pending,53.5,,agt-011
TKT-00076,2024-11-18,social_media,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,resolved,44.0,1.0,agt-036
TKT-00915,2024-03-19,email,technical support,i have a positive experience regarding technical support. this is a cancellation.,12,positive,cancellation,resolved,57.0,5.0,agt-021
TKT-00233,2024-06-27,chat,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,pending,34.5,,agt-021
TKT-00445,2024-11-02,social_media,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,65.9,4.0,agt-019
TKT-00396,2024-07-08,social_media,account,i have a negative experience regarding account. this is a escalation request.,12,negative,escalation_request,pending,63.0,,agt-031
TKT-00612,2024-11-15,chat,technical support,i have a neutral experience regarding technical support. this is a feedback.,12,neutral,feedback,resolved,7.4,1.0,agt-030
TKT-00177,2024-03-15,social_media,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,escalated,21.3,1.0,agt-029
TKT-00019,2024-10-08,email,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,,resolved,7.5,4.0,agt-006
TKT-01311,2024-11-13,chat,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,resolved,42.7,2.0,agt-032
TKT-01222,2024-07-14,email,technical support,is there documentation on how to use the bulk upload feature?,11,neutral,,resolved,15.2,3.0,agt-043
TKT-00342,2024-10-29,chat,billing,i have a positive experience regarding billing. this is a feedback.,11,positive,feedback,resolved,35.0,4.0,agt-050
TKT-01348,2024-08-16,email,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,resolved,65.5,1.0,agt-024
TKT-00880,2024-03-12,phone_transcript,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,21.6,1.0,agt-027
TKT-00596,2024-10-23,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,neutral,feedback,resolved,25.6,1.0,agt-050
TKT-00062,2024-09-25,phone_transcript,technical support,i have a positive experience regarding technical support. this is a feedback.,12,positive,feedback,escalated,43.2,5.0,agt-024
TKT-01261,2024-12-25,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,pending,55.0,,agt-049
TKT-00273,2024-09-28,phone_transcript,shipping,"super fast shipping, thank you! will definitely order again.",9,positive,feedback,resolved,70.8,3.0,agt-046
TKT-01209,2024-06-08,phone_transcript,returns,i returned the item 10 days ago and the refund still hasn't hit my account.,15,negative,complaint,resolved,25.9,3.0,agt-017
TKT-00873,2024-11-11,phone_transcript,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,24.4,2.0,agt-003
TKT-01121,2024-07-06,email,billing,i have a positive experience regarding billing. this is a escalation request.,12,positive,escalation_request,escalated,30.0,3.0,agt-014
TKT-01407,2024-04-18,email,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,,complaint,resolved,42.1,1.0,agt-049
TKT-00279,2024-10-08,social_media,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,pending,18.4,,agt-009
TKT-00037,2024-12-05,phone_transcript,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,pending,61.1,,agt-020
TKT-00663,2024-03-20,chat,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,pending,67.0,,agt-006
TKT-01352,2024-04-30,social_media,technical support,how do i reset my api key without disrupting existing integrations?,11,neutral,inquiry,escalated,1.7,5.0,agt-018
TKT-01090,2024-06-23,chat,billing,can you explain what the 'service fee' on my invoice means?,11,neutral,inquiry,resolved,36.4,1.0,agt-042
TKT-00978,2024-06-14,phone_transcript,returns,it's been 3 weeks and i still haven't received my refund. this is ridiculous.,14,negative,complaint,resolved,42.6,3.0,agt-003
TKT-00739,2024-09-26,phone_transcript,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,pending,70.4,,agt-046
TKT-00192,2024-12-24,email,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,resolved,5.1,5.0,agt-031
TKT-00920,2024-10-01,chat,shipping,the delivery was right on time and the item was exactly as described.,13,positive,feedback,resolved,60.6,5.0,agt-043
TKT-00457,2024-08-23,chat,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,25.9,1.0,agt-015
TKT-00676,2024-12-02,phone_transcript,account,i have a neutral experience regarding account. this is a cancellation.,11,neutral,cancellation,unresolved,34.0,4.0,agt-027
TKT-00761,2024-11-12,social_media,account,i have a negative experience regarding account. this is a escalation request.,12,negative,escalation_request,resolved,52.9,2.0,agt-037
TKT-01353,2024-03-19,phone_transcript,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,escalated,38.7,1.0,agt-011
TKT-00729,2024-12-03,chat,returns,i have a positive experience regarding returns. this is a feedback.,11,positive,feedback,escalated,45.1,4.0,agt-040
TKT-00413,2024-07-01,chat,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,escalated,11.7,1.0,agt-043
TKT-00826,2024-03-24,phone_transcript,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,resolved,29.1,1.0,agt-045
TKT-00617,2024-10-25,phone_transcript,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,resolved,2.4,5.0,agt-023
TKT-00115,2024-09-19,phone_transcript,returns,can i exchange instead of return?,6,neutral,inquiry,resolved,8.6,2.0,agt-034
TKT-00418,2024-05-23,phone_transcript,technical support,i have a neutral experience regarding technical support. this is a feedback.,12,neutral,feedback,escalated,32.7,3.0,agt-007
TKT-01429,2024-12-18,chat,account,i have a positive experience regarding account. this is a escalation request.,12,positive,escalation_request,resolved,20.3,2.0,agt-032
TKT-00970,2024-11-15,email,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,,complaint,escalated,49.7,1.0,agt-008
TKT-00605,2024-06-09,chat,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,9.3,1.0,agt-046
TKT-01435,2024-03-21,phone_transcript,account,i have a negative experience regarding account. this is a escalation request.,12,negative,escalation_request,escalated,59.8,3.0,agt-029
TKT-00090,2024-09-11,email,returns,do i need the original packaging to return an item?,10,neutral,inquiry,unresolved,60.0,5.0,agt-015
TKT-00849,2024-10-29,chat,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,resolved,45.5,1.0,agt-018
TKT-01146,2024-10-28,chat,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,escalated,21.9,1.0,agt-037
TKT-01434,2024-03-21,social_media,technical support,is there documentation on how to use the bulk upload feature?,11,neutral,inquiry,resolved,15.6,1.0,agt-018
TKT-00754,2024-04-14,social_media,technical support,i have a negative experience regarding technical support. this is a cancellation.,12,negative,cancellation,unresolved,68.3,1.0,agt-022
TKT-00499,2024-10-18,phone_transcript,shipping,my order says delivered but i never received anything. this is theft.,12,negative,complaint,resolved,44.5,1.0,agt-044
TKT-00012,2024-03-23,chat,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,,resolved,39.1,4.0,agt-021
TKT-00397,2024-05-10,email,returns,i have a neutral experience regarding returns. this is a escalation request.,12,neutral,escalation_request,resolved,34.6,1.0,agt-035
TKT-00285,2024-04-02,phone_transcript,account,i have a neutral experience regarding account. this is a complaint.,11,,complaint,resolved,2.4,3.0,agt-018
TKT-00691,2024-09-15,phone_transcript,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,escalated,8.4,1.0,agt-023
TKT-01231,2024-08-12,chat,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,2.3,3.0,agt-019
TKT-01404,2024-10-01,phone_transcript,billing,you overcharged me by 49.99. i need this fixed now or i'm canceling.,13,negative,complaint,resolved,59.3,1.0,agt-043
TKT-00690,2024-06-08,email,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,pending,37.8,,agt-002
TKT-00852,2024-01-27,chat,returns,i have a neutral experience regarding returns. this is a escalation request.,12,neutral,escalation_request,resolved,47.7,2.0,agt-039
TKT-00160,2024-10-19,phone_transcript,billing,i have a positive experience regarding billing. this is a inquiry.,11,positive,inquiry,pending,30.3,,agt-041
TKT-00896,2024-08-30,social_media,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,resolved,70.5,5.0,agt-008
TKT-01190,2024-11-17,email,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,unresolved,53.7,2.0,agt-012
TKT-00258,2024-07-15,email,billing,my invoice shows charges i never authorized. i've been a customer for 3 years and this has never happened before.,20,negative,complaint,pending,25.6,,agt-018
TKT-00336,2024-11-07,email,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,14.8,3.0,agt-046
TKT-01408,2024-10-08,email,account,i've decided to go with a competitor. cancel my account and confirm via email.,14,negative,cancellation,escalated,67.4,4.0,agt-007
TKT-01040,2024-01-11,email,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,unresolved,57.9,1.0,agt-050
TKT-00516,2024-12-08,chat,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,6.1,5.0,agt-038
TKT-01016,2024-07-28,chat,returns,i have a neutral experience regarding returns. this is a cancellation.,11,neutral,cancellation,resolved,26.4,2.0,agt-042
TKT-00769,2024-01-15,email,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,resolved,71.2,2.0,agt-015
TKT-01317,2024-11-03,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,24.2,1.0,agt-013
TKT-00762,2024-03-21,chat,billing,i have a neutral experience regarding billing. this is a cancellation.,11,neutral,cancellation,escalated,20.1,3.0,agt-045
TKT-01103,2024-12-18,social_media,billing,when does my billing cycle reset each month?,8,neutral,inquiry,resolved,56.1,1.0,agt-044
TKT-00522,2024-07-15,chat,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,60.8,2.0,agt-043
TKT-00023,2024-01-21,chat,returns,i have a positive experience regarding returns. this is a escalation request.,12,positive,escalation_request,pending,44.8,,agt-034
TKT-00357,2024-12-21,chat,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,pending,46.0,,agt-036
TKT-01272,2024-08-30,chat,shipping,i have a negative experience regarding shipping. this is a escalation request.,12,negative,escalation_request,resolved,5.0,2.0,agt-021
TKT-00341,2024-07-16,social_media,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,resolved,49.8,4.0,agt-011
TKT-00432,2024-10-14,phone_transcript,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,31.8,1.0,agt-025
TKT-00474,2024-10-20,chat,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,resolved,11.4,5.0,agt-035
TKT-00218,2024-07-01,social_media,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,resolved,40.0,3.0,agt-025
TKT-00912,2024-11-15,social_media,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,resolved,66.8,1.0,agt-003
TKT-01205,2024-01-15,phone_transcript,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,pending,51.5,,agt-009
TKT-01012,2024-04-18,email,shipping,i have a negative experience regarding shipping. this is a cancellation.,11,negative,cancellation,resolved,58.3,2.0,agt-038
TKT-01459,2024-04-23,email,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,58.2,4.0,agt-030
TKT-00094,2024-10-12,social_media,technical support,i have a neutral experience regarding technical support. this is a feedback.,12,,feedback,unresolved,26.7,4.0,agt-030
TKT-01009,2024-01-23,phone_transcript,billing,i have a negative experience regarding billing. this is a escalation request.,12,negative,escalation_request,pending,43.4,,agt-029
TKT-01071,2024-12-06,phone_transcript,shipping,my package was supposed to arrive 5 days ago. the tracking hasn't updated in a week.,16,negative,complaint,pending,29.3,,agt-013
TKT-00697,2024-08-21,email,technical support,what are the rate limits for the rest api?,9,neutral,inquiry,pending,34.3,,agt-008
TKT-00997,2024-07-29,email,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,50.9,3.0,agt-009
TKT-00154,2024-09-17,chat,technical support,i have a negative experience regarding technical support. this is a cancellation.,12,negative,cancellation,escalated,16.5,5.0,agt-032
